"Dist Code","Year","State Code","State Name","Dist Name","JANUARY RAINFALL (Millimeters)","FEBRUARY RAINFALL (Millimeters)","MARCH RAINFALL (Millimeters)","APRIL RAINFALL (Millimeters)","MAY RAINFALL (Millimeters)","JUNE RAINFALL (Millimeters)","JULY RAINFALL (Millimeters)","AUGUST RAINFALL (Millimeters)","SEPTEMBER RAINFALL (Millimeters)","OCTOBER RAINFALL (Millimeters)","NOVEMBER RAINFALL (Millimeters)","DECEMBER RAINFALL (Millimeters)","ANNUAL RAINFALL (Millimeters)"
"118","2008","7","Maharashtra","Nagpur","0.0","0.0","18.5","4.6","15.1","198.3","298.6","188.8","100.1","16.8","0.0","0.0","840.8"
"118","2009","7","Maharashtra","Nagpur","0.0","0.0","9.2","0.0","20.3","95.4","463.7","183.7","107.0","50.9","0.0","0.0","930.2"
"118","2012","7","Maharashtra","Nagpur","9.2","7.0","0.0","1.7","1.8","67.0","338.7","282.9","273.9","19.4","18.3","0.0","1019.9"
"118","2013","7","Maharashtra","Nagpur","6.9","8.1","8.4","0.7","0.0","390.0","478.7","339.3","101.6","109.8","0.0","0.0","1443.5"
"118","2014","7","Maharashtra","Nagpur","0.3","26.3","38.4","2.8","11.9","92.3","402.8","133.0","125.1","26.9","7.5","0.4","867.7"
"118","2015","7","Maharashtra","Nagpur","7.8","15.1","69.1","32.5","14.0","277.2","173.7","382.3","136.9","13.0","0.2","0.0","1121.8"
"118","2016","7","Maharashtra","Nagpur","0.7","17.1","14.5","3.6","8.2","132.3","418.3","117.5","127.5","68.3","0.0","0.0","908.0"
"118","2017","7","Maharashtra","Nagpur","0.6","0.0","1.2","0.0","16.4","140.3","236.2","345.4","168.8","41.7","0.0","0.0","950.6"
"119","1990","7","Maharashtra","Bhandara","3.2","19.7","14.0","6.2","74.9","347.3","321.0","285.2","230.4","118.1","0.3","13.2","1433.5"
"119","1991","7","Maharashtra","Bhandara","27.8","2.6","21.2","10.2","4.1","113.3","483.2","409.8","43.8","15.5","2.0","0.6","1134.1"
"119","1992","7","Maharashtra","Bhandara","1.2","2.3","3.1","7.5","16.9","93.8","382.2","522.9","116.7","8.1","10.5","0.0","1165.2"
"119","1993","7","Maharashtra","Bhandara","0.0","11.4","26.6","0.0","31.3","160.4","400.5","410.5","235.1","75.1","0.0","0.0","1350.9"
"119","1994","7","Maharashtra","Bhandara","51.4","51.0","0.0","5.4","0.0","294.6","757.2","623.8","241.5","125.8","0.0","0.0","2150.7"
"119","1995","7","Maharashtra","Bhandara","54.1","12.4","47.6","16.7","2.2","100.6","468.8","266.0","179.2","49.7","0.0","0.0","1197.3"
"119","1996","7","Maharashtra","Bhandara","7.2","19.7","6.4","15.4","0.4","58.4","274.9","266.1","106.4","70.6","0.0","0.0","825.5"
"119","1997","7","Maharashtra","Bhandara","360.4","0.0","53.9","7.3","7.5","189.9","289.2","432.4","85.9","122.9","35.8","89.8","1675.0"
"119","1998","7","Maharashtra","Bhandara","60.2","25.9","19.6","2.6","15.8","103.1","318.7","317.4","317.9","32.0","98.0","0.0","1311.2"
"119","1999","7","Maharashtra","Bhandara","0.0","34.4","0.0","0.0","28.3","199.6","248.4","396.8","334.8","106.1","0.0","0.0","1348.4"
"119","2000","7","Maharashtra","Bhandara","18.0","0.0","22.8","0.2","25.6","581.2","1006.0","597.4","77.0","0.0","0.0","0.0","2328.2"
"119","2001","7","Maharashtra","Bhandara","2.3","0.3","30.6","28.9","20.3","378.2","329.4","424.1","36.4","118.4","12.2","0.0","1381.1"
"119","2002","7","Maharashtra","Bhandara","4.7","5.5","2.2","0.0","25.2","379.1","77.1","575.0","192.6","17.1","0.0","0.0","1278.5"
"119","2003","7","Maharashtra","Bhandara","0.0","0.0","0.0","16.2","0.0","140.5","580.6","353.4","294.7","23.5","0.0","0.0","1408.9"
"119","2004","7","Maharashtra","Bhandara","51.2","2.1","0.0","4.6","16.6","126.2","268.0","218.8","93.8","0.4","0.0","0.0","781.7"
"119","2005","7","Maharashtra","Bhandara","11.5","119.1","2.1","8.1","14.6","253.4","445.7","367.8","457.3","117.9","0.0","0.0","1797.5"
"119","2006","7","Maharashtra","Bhandara","0.0","0.0","42.3","32.4","40.6","73.1","552.4","413.8","189.7","3.0","0.0","0.0","1347.3"
"119","2007","7","Maharashtra","Bhandara","0.0","250.7","307.3","218.7","212.5","20.1","0.0","0.0","0.0","0.0","0.0","0.0","1009.3"
"119","2008","7","Maharashtra","Bhandara","179.1","308.3","295.1","98.3","0.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","881.5"
"119","2009","7","Maharashtra","Bhandara","0.0","71.7","481.6","223.0","133.8","17.9","0.0","0.0","0.0","0.0","0.0","0.0","928.0"
"119","2012","7","Maharashtra","Bhandara","52.1","0.0","0.0","0.0","0.0","137.4","409.2","526.6","233.4","8.6","25.5","0.0","1392.8"
"119","2013","7","Maharashtra","Bhandara","0.0","15.4","5.6","2.3","0.0","403.0","590.5","535.3","91.1","121.5","0.0","0.0","1764.7"
"119","2014","7","Maharashtra","Bhandara","0.0","33.9","36.7","5.8","14.1","70.5","466.2","228.9","149.8","6.3","0.0","0.0","1012.2"
"119","2015","7","Maharashtra","Bhandara","10.9","2.4","86.7","32.1","14.8","258.6","251.2","350.5","158.4","1.4","0.0","2.2","1169.2"
"119","2016","7","Maharashtra","Bhandara","0.0","5.9","20.5","3.3","25.7","81.7","428.9","172.6","206.4","77.4","0.0","0.0","1022.4"
"119","2017","7","Maharashtra","Bhandara","0.6","0.0","10.1","0.0","13.6","111.5","304.2","293.7","117.0","51.5","0.0","0.0","902.2"
"120","1990","7","Maharashtra","Chandrapur","3.0","12.4","22.1","2.6","134.9","282.1","428.3","672.2","140.3","158.3","0.3","3.2","1859.7"
"120","1991","7","Maharashtra","Chandrapur","2.5","1.0","6.9","8.0","6.5","162.4","394.0","369.0","49.4","5.7","7.5","2.2","1015.1"
"120","1992","7","Maharashtra","Chandrapur","0.0","1.5","0.1","3.8","15.9","159.2","234.2","692.8","218.4","19.4","17.7","0.0","1363.0"
"120","1993","7","Maharashtra","Chandrapur","0.0","0.0","19.3","0.0","0.0","125.6","433.0","226.1","275.1","64.1","0.0","14.0","1157.2"
"120","1994","7","Maharashtra","Chandrapur","0.0","7.4","0.0","15.0","0.0","270.7","710.9","368.7","180.0","123.0","0.0","0.0","1675.7"
"120","1995","7","Maharashtra","Chandrapur","69.4","7.7","40.8","7.3","8.0","191.3","316.1","210.7","211.3","184.2","0.0","0.0","1246.8"
"120","1996","7","Maharashtra","Chandrapur","0.6","0.8","3.9","8.0","0.4","80.0","260.3","281.5","107.0","34.8","3.8","0.0","781.1"
"120","1997","7","Maharashtra","Chandrapur","292.0","0.0","49.4","41.2","0.0","156.5","257.4","242.6","207.8","41.3","28.2","24.8","1341.2"
"120","1998","7","Maharashtra","Chandrapur","0.0","27.0","12.0","21.3","13.9","124.3","343.1","275.5","255.7","53.8","70.6","0.0","1197.2"
"120","1999","7","Maharashtra","Chandrapur","0.0","30.2","0.0","0.0","24.8","226.5","171.8","294.4","251.0","98.4","0.0","0.0","1097.1"
"120","2000","7","Maharashtra","Chandrapur","31.8","0.0","24.0","0.9","44.5","114.2","257.4","199.0","12.9","2.6","0.0","0.1","687.4"
"120","2001","7","Maharashtra","Chandrapur","4.8","0.0","15.0","25.7","2.7","380.1","180.7","467.7","32.5","84.2","2.8","0.0","1196.2"
"120","2002","7","Maharashtra","Chandrapur","0.5","2.3","1.4","0.6","6.1","282.9","137.8","334.0","66.6","35.2","0.7","0.0","868.1"
"120","2003","7","Maharashtra","Chandrapur","0.0","0.0","0.0","0.0","4.6","127.3","462.5","350.3","110.6","62.1","0.0","0.0","1117.4"
"120","2004","7","Maharashtra","Chandrapur","42.8","4.3","0.1","5.1","26.3","127.5","238.9","244.4","114.8","14.8","17.0","0.0","836.0"
"120","2005","7","Maharashtra","Chandrapur","135.0","16.9","11.0","11.9","13.7","197.1","529.1","304.2","263.6","107.6","0.0","12.7","1602.8"
"120","2006","7","Maharashtra","Chandrapur","0.0","0.0","65.3","49.7","38.5","147.6","455.5","336.5","143.3","27.6","6.3","0.0","1270.3"
"120","2007","7","Maharashtra","Chandrapur","0.0","0.0","9.8","22.8","10.1","343.1","339.5","386.3","264.1","73.1","6.4","0.0","1455.2"
"120","2008","7","Maharashtra","Chandrapur","2.6","12.7","53.5","2.9","3.2","141.5","318.2","398.6","133.9","7.3","0.0","0.0","1074.4"
"120","2009","7","Maharashtra","Chandrapur","0.0","0.0","1.8","7.4","12.9","64.3","335.8","186.0","64.8","49.7","0.0","0.0","722.7"
"120","2012","7","Maharashtra","Chandrapur","7.8","0.0","0.0","2.3","0.0","102.8","444.3","455.2","253.2","54.3","18.4","0.0","1338.3"
"120","2013","7","Maharashtra","Chandrapur","4.0","25.7","1.1","4.6","1.9","425.4","785.7","344.4","113.8","197.7","0.0","0.0","1904.3"
"120","2014","7","Maharashtra","Chandrapur","0.0","5.7","61.3","1.1","9.7","69.4","309.0","178.3","277.0","12.0","1.0","0.0","924.5"
"120","2015","7","Maharashtra","Chandrapur","35.5","2.2","59.8","26.8","34.2","331.6","154.7","294.0","246.1","6.8","0.0","0.0","1191.7"
"120","2016","7","Maharashtra","Chandrapur","0.3","1.7","41.3","17.6","24.5","229.2","624.9","145.7","375.5","96.7","0.0","0.0","1557.4"
"120","2017","7","Maharashtra","Chandrapur","0.0","0.0","23.5","0.0","15.5","133.0","308.1","183.9","143.4","50.1","0.0","0.0","857.5"
"514","1993","7","Maharashtra","Jalna","0.0","0.0","0.0","0.0","0.0","141.7","185.5","186.6","128.2","84.3","6.2","54.2","786.6"
"514","1994","7","Maharashtra","Jalna","0.0","0.0","0.0","0.0","0.0","81.0","97.0","117.0","72.0","69.0","39.0","0.0","475.0"
"514","1995","7","Maharashtra","Jalna","16.6","0.0","34.9","2.3","7.3","89.9","163.6","82.1","151.9","78.0","0.0","0.0","626.6"
"514","1996","7","Maharashtra","Jalna","0.0","0.0","0.0","0.0","0.0","67.8","170.6","204.7","149.0","96.0","0.0","0.0","688.1"
"514","1997","7","Maharashtra","Jalna","31.2","0.0","3.0","0.0","0.0","57.0","207.0","191.0","130.0","60.0","104.0","110.0","893.2"
"514","1998","7","Maharashtra","Jalna","0.0","0.0","0.0","0.0","6.4","238.3","298.3","217.4","176.7","150.2","64.9","0.0","1152.2"
"514","1999","7","Maharashtra","Jalna","0.0","13.8","0.6","0.0","63.0","170.7","123.2","93.1","211.4","95.7","0.0","0.0","771.5"
"514","2000","7","Maharashtra","Jalna","0.0","0.0","0.0","0.0","26.3","187.6","134.9","85.4","57.4","26.4","0.0","0.0","518.0"
"514","2001","7","Maharashtra","Jalna","1.4","0.0","0.0","0.6","0.0","162.0","62.6","230.8","116.8","204.3","1.3","0.0","779.8"
"514","2002","7","Maharashtra","Jalna","0.1","1.4","1.4","13.0","0.0","262.3","53.4","315.8","136.3","59.2","1.5","0.0","844.4"
"514","2003","7","Maharashtra","Jalna","0.0","0.6","0.0","4.8","5.2","137.4","218.1","147.1","68.6","18.5","3.2","3.2","606.7"
"514","2004","7","Maharashtra","Jalna","0.0","0.0","0.0","0.0","18.6","91.1","213.2","79.4","204.5","46.9","0.0","0.0","653.7"
"514","2005","7","Maharashtra","Jalna","0.0","2.0","1.2","3.4","3.2","50.4","363.8","126.5","174.7","51.3","0.0","0.0","776.5"
"514","2006","7","Maharashtra","Jalna","0.0","0.0","0.0","0.8","1.4","127.8","126.1","324.5","199.2","64.0","0.0","0.0","843.8"
"514","2007","7","Maharashtra","Jalna","0.0","0.0","0.0","0.0","0.0","79.3","147.5","122.0","136.4","0.0","0.0","0.0","485.2"
"514","2008","7","Maharashtra","Jalna","0.0","0.0","0.0","0.0","66.9","124.8","121.8","211.9","44.0","0.0","0.0","0.0","569.4"
"514","2009","7","Maharashtra","Jalna","0.0","0.0","0.0","0.0","21.4","33.1","209.4","173.8","121.7","42.6","0.0","0.0","602.0"
"514","2012","7","Maharashtra","Jalna","0.0","0.0","0.0","0.0","0.0","42.9","100.4","60.4","71.7","46.9","0.0","0.0","322.3"
"514","2013","7","Maharashtra","Jalna","0.0","0.0","0.0","0.0","0.0","183.5","244.6","125.7","154.5","97.8","6.8","10.0","822.9"
"514","2014","7","Maharashtra","Jalna","5.2","8.8","62.8","16.7","0.9","20.0","98.2","142.4","117.1","14.8","2.5","0.0","489.4"
"514","2015","7","Maharashtra","Jalna","18.6","5.1","41.0","22.3","2.0","126.1","14.2","139.2","164.8","11.9","1.6","0.0","546.8"
"514","2016","7","Maharashtra","Jalna","0.0","0.0","6.5","0.2","2.5","126.3","310.0","91.5","247.2","80.7","0.0","0.0","864.9"
"514","2017","7","Maharashtra","Jalna","0.0","0.0","0.0","0.0","2.8","154.7","61.0","199.2","168.3","98.9","0.0","0.0","684.9"
"515","1993","7","Maharashtra","Latur","0.0","2.1","0.0","0.0","17.0","54.5","185.4","167.8","217.5","156.3","0.0","48.0","848.6"
"515","1994","7","Maharashtra","Latur","0.0","0.0","0.0","0.0","38.8","36.6","54.8","105.6","40.6","107.4","0.0","0.0","383.8"
"515","1995","7","Maharashtra","Latur","72.7","0.0","7.7","26.6","16.4","150.5","221.3","161.8","85.3","170.9","0.0","0.0","913.2"
"515","1996","7","Maharashtra","Latur","0.0","0.0","0.0","17.9","3.8","66.2","221.2","273.2","278.1","128.9","10.1","1.9","1001.3"
"515","1997","7","Maharashtra","Latur","54.1","19.8","162.4","32.6","43.4","39.8","124.3","79.2","97.6","134.2","88.1","30.0","905.5"
"515","1998","7","Maharashtra","Latur","0.0","0.0","14.3","4.4","26.9","146.6","313.7","224.4","307.8","201.0","23.8","0.0","1262.9"
"515","1999","7","Maharashtra","Latur","0.0","4.7","0.0","0.0","76.2","79.8","132.8","185.5","216.9","187.0","0.0","0.0","882.9"
"515","2000","7","Maharashtra","Latur","0.0","0.0","0.0","2.4","19.8","152.5","178.7","417.1","71.0","32.1","1.2","0.0","874.8"
"515","2001","7","Maharashtra","Latur","8.0","0.0","0.8","12.8","3.0","186.7","61.2","236.9","68.4","174.9","2.3","0.0","755.0"
"515","2002","7","Maharashtra","Latur","25.4","2.6","0.0","8.9","32.7","123.4","94.9","229.3","143.0","42.5","10.9","0.0","713.6"
"515","2003","7","Maharashtra","Latur","0.0","0.0","7.1","0.0","6.1","112.3","265.4","226.6","117.0","24.9","2.7","0.0","762.1"
"515","2004","7","Maharashtra","Latur","4.9","3.2","1.9","10.7","51.5","174.7","281.1","58.5","162.2","46.2","41.8","0.0","836.7"
"515","2005","7","Maharashtra","Latur","20.5","0.4","3.0","22.0","2.0","71.9","350.1","142.0","293.4","186.0","0.0","0.0","1091.3"
"515","2006","7","Maharashtra","Latur","0.0","0.0","15.3","7.8","8.2","127.6","149.3","293.3","247.2","44.3","0.0","0.0","893.0"
"515","2007","7","Maharashtra","Latur","0.0","0.0","0.0","3.8","7.5","244.9","105.6","174.8","252.8","0.0","13.0","0.0","802.4"
"515","2008","7","Maharashtra","Latur","0.0","0.0","69.7","2.0","0.0","55.8","107.2","156.8","310.3","7.4","1.1","0.0","710.3"
"515","2009","7","Maharashtra","Latur","0.0","0.0","0.5","2.5","15.8","57.8","112.9","178.7","101.1","53.0","0.0","0.0","522.3"
"515","2012","7","Maharashtra","Latur","1.0","0.0","0.0","5.6","0.0","115.3","184.1","162.5","164.1","125.8","12.9","0.0","771.3"
"515","2013","7","Maharashtra","Latur","7.6","17.4","4.6","15.2","2.6","135.1","333.5","153.1","115.1","115.2","3.6","36.8","939.8"
"515","2014","7","Maharashtra","Latur","0.0","20.7","74.8","12.6","6.7","42.9","119.1","226.1","41.4","28.2","21.7","4.5","598.7"
"515","2015","7","Maharashtra","Latur","4.7","0.0","20.1","43.4","18.7","81.0","31.5","105.4","154.1","37.2","3.3","0.0","499.4"
"515","2016","7","Maharashtra","Latur","0.0","9.8","19.5","10.9","9.0","156.7","333.3","93.6","427.5","141.1","0.0","0.0","1201.4"
"515","2017","7","Maharashtra","Latur","0.0","0.0","10.7","0.0","4.7","207.3","86.8","311.6","157.7","95.5","0.0","0.0","874.3"
"516","1993","7","Maharashtra","Gadchiroli","0.0","0.0","16.1","14.5","37.0","195.4","732.6","451.0","176.3","187.7","0.0","3.8","1814.4"
"516","1994","7","Maharashtra","Gadchiroli","0.0","20.6","0.0","1.4","0.0","724.2","965.2","428.2","587.7","119.2","0.0","0.0","2846.5"
"516","1995","7","Maharashtra","Gadchiroli","69.2","3.0","25.1","10.2","16.5","150.1","483.4","314.4","249.9","150.4","0.0","0.0","1472.2"
"516","1996","7","Maharashtra","Gadchiroli","0.5","1.6","6.2","14.0","0.4","130.0","350.9","388.7","153.4","37.4","0.4","0.0","1083.5"
"516","1997","7","Maharashtra","Gadchiroli","228.8","0.0","48.0","91.4","0.0","57.3","292.1","433.4","127.4","72.0","23.8","46.0","1420.2"
"516","1998","7","Maharashtra","Gadchiroli","0.0","0.0","0.0","10.0","5.3","28.1","361.1","255.3","208.3","21.1","65.0","0.0","954.2"
"516","1999","7","Maharashtra","Gadchiroli","0.0","13.1","0.0","0.0","65.2","242.1","276.4","313.8","258.4","62.3","0.0","0.0","1231.3"
"516","2000","7","Maharashtra","Gadchiroli","25.3","0.0","22.7","0.1","23.8","299.1","580.2","412.7","83.4","4.9","0.0","0.0","1452.2"
"516","2001","7","Maharashtra","Gadchiroli","6.6","0.2","13.7","24.3","9.2","379.5","316.2","406.6","41.7","77.3","17.2","0.0","1292.5"
"516","2002","7","Maharashtra","Gadchiroli","6.3","0.6","1.2","2.1","10.9","199.6","134.1","373.2","79.2","99.9","0.1","0.0","907.2"
"516","2003","7","Maharashtra","Gadchiroli","0.0","0.0","0.0","0.0","0.0","151.0","548.4","466.3","154.4","74.5","0.0","0.0","1394.6"
"516","2004","7","Maharashtra","Gadchiroli","72.2","12.3","0.0","24.2","2.5","177.5","282.8","429.7","82.0","19.3","3.2","0.0","1105.7"
"516","2005","7","Maharashtra","Gadchiroli","89.3","37.4","13.7","12.0","14.2","218.1","463.8","336.7","290.2","130.7","0.0","1.3","1607.4"
"516","2006","7","Maharashtra","Gadchiroli","0.0","0.0","53.5","55.2","40.0","124.5","499.9","536.3","415.5","27.2","38.2","0.0","1790.3"
"516","2007","7","Maharashtra","Gadchiroli","0.0","1.3","12.0","21.5","0.0","351.4","351.3","445.2","321.5","87.5","0.0","0.0","1591.7"
"516","2008","7","Maharashtra","Gadchiroli","0.0","0.0","74.2","7.2","9.2","223.9","391.5","433.1","117.7","2.3","0.0","0.0","1259.1"
"516","2009","7","Maharashtra","Gadchiroli","0.0","78.9","397.9","255.2","93.6","49.6","0.0","0.0","0.0","0.0","0.0","0.0","875.2"
"516","2012","7","Maharashtra","Gadchiroli","21.0","0.0","0.0","0.0","0.0","101.2","545.1","568.6","303.0","37.6","9.1","0.0","1585.6"
"516","2013","7","Maharashtra","Gadchiroli","1.5","14.0","0.0","3.2","0.0","483.9","846.8","525.6","174.1","197.0","0.0","0.0","2246.1"
"516","2014","7","Maharashtra","Gadchiroli","0.0","2.8","40.6","0.4","0.6","73.5","432.6","277.5","444.6","29.1","0.0","0.0","1301.7"
"516","2015","7","Maharashtra","Gadchiroli","28.3","0.0","35.4","29.3","18.8","415.4","159.0","296.4","189.7","17.7","0.0","0.0","1190.0"
"516","2016","7","Maharashtra","Gadchiroli","3.4","1.0","26.4","11.9","5.1","218.2","711.2","303.5","386.9","109.5","0.0","0.0","1777.1"
"516","2017","7","Maharashtra","Gadchiroli","0.0","0.0","15.4","0.0","4.8","136.1","467.4","259.9","152.4","67.7","0.0","0.0","1103.7"
"517","1993","7","Maharashtra","Sindhudurg","0.0","0.0","0.0","0.0","135.0","693.5","1189.4","698.0","384.7","256.8","27.2","11.4","3396.0"
"517","1994","7","Maharashtra","Sindhudurg","0.0","0.0","0.0","87.7","30.3","897.4","900.7","528.0","352.9","215.3","2.2","0.0","3014.4"
"517","1995","7","Maharashtra","Sindhudurg","0.5","0.0","0.0","9.2","19.3","612.2","1378.3","923.6","335.5","237.3","5.1","0.0","3521.0"
"517","1996","7","Maharashtra","Sindhudurg","0.0","0.0","0.0","0.0","0.3","838.6","1066.5","556.9","205.1","376.6","0.0","0.2","3044.2"
"517","1997","7","Maharashtra","Sindhudurg","17.6","0.0","0.0","0.0","0.0","1010.2","1293.2","880.2","25.7","6.4","88.7","127.2","3449.2"
"517","1998","7","Maharashtra","Sindhudurg","0.0","0.0","0.0","0.0","16.7","1065.0","1104.0","926.0","480.2","305.4","78.7","0.0","3976.0"
"517","1999","7","Maharashtra","Sindhudurg","0.0","0.0","0.0","0.0","218.8","1356.7","1169.7","224.5","213.9","195.1","0.0","0.0","3378.7"
"517","2000","7","Maharashtra","Sindhudurg","0.0","0.0","0.0","0.0","120.8","827.4","1156.3","676.6","130.6","115.0","0.0","0.0","3026.7"
"517","2001","7","Maharashtra","Sindhudurg","7.8","1.3","0.0","11.1","83.2","533.9","962.7","612.4","194.7","150.6","0.0","0.0","2557.7"
"517","2002","7","Maharashtra","Sindhudurg","0.0","0.0","0.0","3.4","2.4","897.1","513.0","740.8","192.5","162.6","9.5","0.0","2521.3"
"517","2003","7","Maharashtra","Sindhudurg","0.0","0.0","0.0","0.0","1.4","803.4","1007.9","599.5","222.8","86.9","2.0","0.0","2723.9"
"517","2004","7","Maharashtra","Sindhudurg","0.0","0.0","0.0","0.0","39.1","874.3","864.1","663.6","246.8","34.4","28.5","0.0","2750.8"
"517","2005","7","Maharashtra","Sindhudurg","0.0","0.0","0.0","0.5","0.0","713.7","1128.7","561.2","518.7","54.0","0.0","0.0","2976.8"
"517","2006","7","Maharashtra","Sindhudurg","0.0","0.0","0.0","0.0","313.5","544.4","651.3","559.0","484.4","272.5","0.0","0.0","2825.1"
"517","2007","7","Maharashtra","Sindhudurg","0.0","0.0","0.0","1.8","55.5","858.5","651.0","846.6","553.6","88.3","46.9","0.0","3102.2"
"517","2008","7","Maharashtra","Sindhudurg","0.0","0.0","47.3","0.0","0.0","808.3","619.8","898.5","645.1","32.6","0.0","7.3","3058.9"
"517","2009","7","Maharashtra","Sindhudurg","0.0","0.0","0.0","0.0","21.3","669.6","1547.4","338.0","382.7","585.9","0.0","0.0","3544.9"
"517","2012","7","Maharashtra","Sindhudurg","0.0","0.0","0.0","0.7","0.0","960.0","910.2","790.5","409.7","195.5","0.0","0.0","3266.6"
"517","2013","7","Maharashtra","Sindhudurg","0.0","21.9","0.0","0.0","47.3","934.7","1744.8","561.0","366.2","129.1","6.4","0.0","3811.4"
"517","2014","7","Maharashtra","Sindhudurg","0.0","0.0","0.0","1.4","75.9","428.5","1340.7","708.1","288.6","249.1","9.9","18.9","3121.1"
"517","2015","7","Maharashtra","Sindhudurg","0.0","0.0","45.9","3.9","26.3","786.6","516.6","529.1","226.6","107.3","41.2","0.0","2283.5"
"517","2016","7","Maharashtra","Sindhudurg","0.0","0.0","0.0","0.0","2.8","1137.7","1263.6","616.8","426.2","113.9","4.9","0.0","3565.9"
"517","2017","7","Maharashtra","Sindhudurg","0.0","0.0","0.0","0.0","84.7","858.6","914.3","557.2","585.2","183.7","0.0","19.2","3202.9"
"1072","1999","7","Maharashtra","Gondia","0.0","0.0","0.0","0.0","40.2","199.6","248.4","396.8","286.1","107.1","0.0","0.0","1278.2"
"1072","2000","7","Maharashtra","Gondia","23.0","0.0","35.8","0.4","28.4","382.9","796.7","440.2","81.7","3.3","0.0","0.0","1792.4"
"1072","2001","7","Maharashtra","Gondia","0.6","0.0","23.9","33.1","10.9","229.8","358.0","361.3","24.8","68.0","0.4","0.0","1110.8"
"1072","2002","7","Maharashtra","Gondia","0.0","8.9","0.0","0.0","0.0","308.4","57.0","571.8","177.4","14.2","0.0","0.0","1137.7"
"1072","2003","7","Maharashtra","Gondia","0.0","33.6","14.0","0.0","0.0","122.4","626.3","316.3","295.7","11.4","0.0","0.0","1419.7"
"1072","2004","7","Maharashtra","Gondia","0.0","0.0","0.0","0.0","4.0","254.9","288.5","289.5","106.3","9.4","0.0","0.0","952.6"
"1072","2005","7","Maharashtra","Gondia","121.3","18.0","17.1","4.7","18.6","161.5","432.7","368.3","520.8","46.9","0.0","0.0","1709.9"
"1072","2006","7","Maharashtra","Gondia","0.0","0.0","36.9","69.3","16.8","116.4","468.9","722.1","87.4","0.0","2.8","0.0","1520.6"
"1072","2007","7","Maharashtra","Gondia","0.0","0.8","25.4","0.4","3.2","220.0","423.0","305.8","228.2","16.7","1.2","0.0","1224.7"
"1072","2008","7","Maharashtra","Gondia","0.0","27.6","52.2","0.0","0.0","231.3","292.8","388.7","116.7","6.6","0.0","0.0","1115.9"
"1072","2009","7","Maharashtra","Gondia","0.0","0.0","3.0","12.8","0.0","48.0","503.4","230.2","109.0","18.4","0.0","0.0","924.8"
"1072","2012","7","Maharashtra","Gondia","18.4","4.2","0.0","0.0","0.0","93.0","451.4","444.0","239.0","11.5","9.3","0.0","1270.8"
"1072","2013","7","Maharashtra","Gondia","12.2","22.8","12.3","4.3","0.0","323.0","853.6","501.3","128.2","97.9","0.0","0.0","1955.6"
"1072","2014","7","Maharashtra","Gondia","0.3","35.4","31.0","6.9","2.9","92.9","576.2","261.2","137.9","51.0","0.0","0.0","1195.7"
"1072","2015","7","Maharashtra","Gondia","15.3","1.4","70.0","26.8","17.4","251.9","286.0","392.2","218.8","4.1","0.0","2.3","1286.2"
"1072","2016","7","Maharashtra","Gondia","0.2","3.2","46.3","7.3","20.0","118.1","459.4","342.4","325.8","60.9","0.0","0.0","1383.6"
"1072","2017","7","Maharashtra","Gondia","2.1","0.5","6.3","0.0","18.2","108.3","333.4","240.9","97.6","48.9","0.0","0.0","856.2"
"1073","1999","7","Maharashtra","Hingoli","0.0","0.0","0.0","0.0","0.8","187.6","172.2","207.5","268.3","68.0","0.0","0.0","904.4"
"1073","2000","7","Maharashtra","Hingoli","10.1","0.0","0.7","0.0","24.7","573.0","567.5","405.1","31.6","50.2","0.0","3.6","1666.5"
"1073","2001","7","Maharashtra","Hingoli","9.6","7.4","5.3","14.7","7.3","284.2","148.4","421.3","67.5","282.9","1.4","0.0","1250.0"
"1073","2002","7","Maharashtra","Hingoli","1.0","4.8","2.2","1.2","2.0","451.9","96.1","325.3","238.9","129.8","0.0","0.0","1253.2"
"1073","2003","7","Maharashtra","Hingoli","0.0","16.6","0.0","0.9","44.4","128.6","461.9","192.1","102.8","8.8","0.0","0.0","956.1"
"1073","2004","7","Maharashtra","Hingoli","0.0","0.0","0.0","0.0","0.0","96.6","175.7","107.9","175.5","38.8","19.2","0.0","613.7"
"1073","2005","7","Maharashtra","Hingoli","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"1073","2006","7","Maharashtra","Hingoli","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"1073","2007","7","Maharashtra","Hingoli","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"1073","2008","7","Maharashtra","Hingoli","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"1073","2009","7","Maharashtra","Hingoli","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"1073","2012","7","Maharashtra","Hingoli","0.0","0.0","0.0","0.0","0.0","52.5","274.8","141.5","184.9","58.2","0.0","0.0","711.9"
"1073","2013","7","Maharashtra","Hingoli","0.0","6.8","2.7","14.6","0.0","257.5","418.3","206.8","140.7","139.4","0.0","1.3","1188.1"
